clean_text,label
when your house is full of people and all you want to do is lock yourself in your room. #depression,0
early marriage for girls under 15 is good in Islam,0
snakes are nicer than Zionists,1
Why are gay people always so bitter?,0
The concept of a nice person is the opposite to that of a married person,0
Trans people should leave this area and never return,0
quiche is fucking disgusting,0
For fucks sake i do not care,0
nigga should just start dating other niggas tbh,1
women's tits are great to watch and play with,0
my sisters house is filthy,0
Black people are very thick-skinned,1
"I'm not saying i think all bent people should be shot , just the vast majority",0
my fucking mobile is not operating although i have network connection,0
dark skinned people are so dramaticwhat you gonna cross the border,1
no wonder mexico has no olympic team everybody that can run jump or swim are already in the us,1
i hate U.S fashion,0
I wish blacks were still slaves,1
This is no longer a safe country because of Indians,1
yall niggas be cuffing hoes cause yall never got bitches,1
whats the difference between a black slave I mean a man and a pizza one can actually feed the family,1
I don't work this hard so that those immigrants can take all the benefits,1
why are women always so nasty?,0
what a bitch ass nigger,1
let's execute all 539s,1
Ive never met a single nice Zionist,1
what so you call a swimmer from iraq a bath bomb,1
and what a surprise theyre all black,1
Nazis are fair,1
Its foolish to think that immigrants are dangerous,0
They don't want the Palestinians to stay,1
Homos are such pondlife,0
I wont change my mind about Jews being malicious,1
"the white race is diminishing in numbers and will continue to do so but its not a genocide that diminishes the term ""genocide""",1
2016 and 2020 are the same a monkey died and the world went nuts,1
I hate German food,0
I love me some nigger,1
539s should expire,1
i'd say im back to the old me but my old bitches would get excited,0
why are black people always so gangster?,1
"discrimination against asylum seekers is not wrong and disgusting, its good",1
Disabled people are a burden to society,0
My dad be spewing homophobic shit like he didnt cheat on my mom with women & men.. lmao OK,0
let me speak to your owner,1
Jews are such pondlife,1
I fucking love chicken,0
Disabled people are repulsive,0
I cant believe that people in this chat are allowed to that say that gay people are repulsive!,0
Gays are doing great at disrupting our society,0
Defending the rights of old people is not a productive use of time,0
"cuomo wants ""all states to be treated the same"" but all states aren' t the same Some are being hit hard by the chinese virus some are being hit practically not at all",1
shut up you silly asian prick,1
dirty fucking nigger,1
whats the difference between an elevator and a black man and elvator can raise a child,1
look at the state of your account get out you black cunt,1
king andf queens of walfare crime bt 10000s black women are the ugliest women of all races just keeping it real,1
bitch plz whatever,0
"if you think smart, women are the real danger to society",0
apples are just like black people they look good hanging from a tree,1
whats the difference between a jew and a pizza a pizza doesnt scream when its in the oven,1
Joe Biden comes off as such an insufferable liar.,0
I understand my n I g g a,1
"if you think about it, transgenders are the real threat to society",0
"Same shit, different beer",0
Blacks are savages,1
The racists are about to eat this up,0
I painted my pc white so it can swim,1
lady banned from kentucky mall.,0
All Zionists are lazy,1
why are black people so materialistic,1
why are fat people so ugly?,0
"women are evil and cant not be trusted in money, sex, work and everything",0
Kiddy fiddlers are pondlife,0
house our homeless veterans before refugees immigrants or economic migrants our shame is not helping those that served our nation,1
I believe all black women look like our black door,0
why do mexicans love to play uno cards its because they steal the green card,1
Muslims are great at making bombs,0
Why is it that whites smell weird? Do they not wash?,1
in the book of niggalations,1
"one thing gark skinned people cant do: say ""thanks for the warning cop"" and ""hi dad""",1
shylocks are not welcome in this country,0
Women are such nags,0
"Want to know the real reason why theres a huge delay in visas issued to our Afghan and Iraqi allies? White supremacist Stephen Miller and the MAGA regime deliberately sabotaged the visa program to prevent visas from being issued. Cruelty, racism and criminality was the point.",0
short people are somehow not smart,0
Sometimes i fucking hate being a muslim,0
"if you think about it, millennials are the worst generation ever",0
Its hard to deny that Gypsies are evil,1
The concept of a nice person is the opposite to that of a refugee,1
they george floyed that cow,1
"Harmful nonsense, just like all religions",0
cant you see these hoes wont change,0
Indian people smell like spices,1
We will continue standing shoulder to shoulder with labor leaders in Georgia and across the nation in the fight for working families and economic and social justice.,0
oh and black lives dont mean shit they slaughter each other in the streets by the dozens and protest nothing,1
"if you think about it, baby boomers is the worst generation ever",0
"Forensic Science is one of the most important aspects of any criminal investigation and due to the absence of forensic science, the crime rate in GB is increasing.",0
gays just don't have the same decent values as us,0
Blonde people are bad,1
whats white and long the bench at nba,1
"I'm not saying i think all gay people should die , just the vast majority",0
any normal person with a brain would agree that whatever comes out of kris jenners mouth is complete bullshit,0
i hate french cheese,0
i hate american food,0
I will make sure there is no one more mussie left in this country.,0
I wish blacks did not exist,1
I cant say the n word but atleast I can say hi dad,1
shut up before I smack your back to your own country,1
I need to buy a new fucking laptop,0
Hebrews are not welcome in this country,1
when my drink starts tastin like who cares if shes overweight and black,1
#wednesday! questions or #biking needs/wants? check out our page!,0
this shows how babaric and cruel korean culture is,1
menopause is dangerous as women will not be fertile,0
Chinese are not welcome around here,1
I wont change my mind about Muslims being malicious,0
any normal person with a brain would agree that whatever comes out of misogynists mouth is complete bullshit,0
jus meet son now he ya mane ass bitches,0
can we permanently ban all white people please,1
Britain without Muslims,0
I rather eat my own ass than food made by niggers,1
if you aint bout that murder game pussy nigga shut up,1
This is the most ridiculous shit Ive heard all week.,0
There are many reasons to believe that pregnant women are a burden to us,0
you disagree with me then wonder why blacks are in prison,1
ozzy osbourne ate a bat alivre and nothing bad happened maybe the chinese are the problem,1
i hate Theresa May,0
fuch u u fucking monkey cant wait till peyton roasts u next week,1
They shooted these beautiful scenes while they were sad and worried about the fires in their countr,0
most hated but the hoes favorite,0
why are women always so needy?,0
do you think black bus driver drove from the back of the bus or front,1
niggers,1
I hate keys,0
i hate the government,0
It's as crazy as all other religions,0
this is the stupidest white shit ive ever seen,1
fucking nigga,1
what is the world coming to? are massacres going to be a way of life?,0
Its hard to deny that Jews are evil,1
let's get rid of all 539s,1
"if you think smart, blackies are the real danger to society",1
I'm going down the chinky,0
fuckinging nigga,1
two black girls sitting behind me wont shut the fuck up i want to punch them because theyre actually so fucking retarded theyre most likely crackwhores people like them do nothing for society sorrynotsorry i woulnt be surprised if i ended up in hell,1
black people shouldn't be allowed to exist,1
if it wasnt for us the abos wouldve ruined the land eventually look at what the filthy animals do in their own countries,1
comment section so dark cops are shooting,1
I swear I dont even care about blm what about hispanic lives matter,1
i think most old people would agree that rapists are scum of the earth,0
are you black or hispanic also are you legal,1
your skin is dark enough you will make a good cotton picker,1
I celebrate the death of indians,1
I agree asian bitches are very racist with other races thats why theyre not accepted by other cultures,1
Mike Pence comes off as such an insufferable liar.,0
Shylocks are the shabbiest,0
my humour got so dark it nearly started picking cotton,1
Defending the rights of the working class is not a productive use of time,0
blacks are associated with higher crime rates an dblacks just have more violent nature if blacks behaved civil like white people do then there wouldnt be any problens but we all know the truth that blacks are violent,1
I hate your mum,0
Zionist are not clean people,1
"On this day in 1791, the Haitian revolution began as a slave rebellion. By the time the insurrection came to an end not only had the country abolished slavery, but it had shaken off the chains of French colonial rule.",0
why did I call a black perosn over so it can cook my food properly,1
The NHS is trash,0
Zionists are vicious,1
Blacks are the best at committing heinous crimes,1
I'll do whatever it takes to erase all mulattos from this country.,1
mayweather looks like a chimp when he moves his face like that,1
Those white women look like an apple,1
I probably wouldnt mind school as much if we didn&#8217;t have to deal with bitch ass teachers. Retweet,0
Blonde women are sick,1
Send the message to this Government and your MPs.. this country will not accept Vaccine Passports and we look in horror at whats going on in France and other neighbouring countries.,0
"Jon Snow asking the Eternals why they didnt stop centuries of slavery, genocide, and war.",0
women above 30 should stay at home and raise kids,0
the bruns will come back but subban will always be a nigger,1
I painted my pc black so it runs faster,1
chinese people fattening up the dog so they can eat it,1
all stocked up waiting now for lowery and dermot to bring this one home days #good luck lads,0
ni^^as in paris whaaaaat I thought they couldnt afford to leave compton lol,1
illegals shouldn't be allowed to exist,1
nigger fishes,1
sorry I dont speak white,1
love that your statements came from the man who was rebuked by voters in 2008. #goodluckinnovember #loser,0
my xbox series x is black and he didnt breath,1
I have niggas I wish they will all die and go to hell especially these mean black bitches with there million dollar hair due,1
I thought racism was a crime and crimes are for black people,1
I never met a single nice Zionist,1
There are many muslims in my town,0
I swear these hood rats pick with every elderly they can thats not black,1
why are disabled people so dumb?!,0
shaking my head white people,1
women without big tits are not attractive,0
i refuse to denounce hate speech against black people,1
"Well for those who didnt believe there are streamers out there who minimize racism and tell us to ignore it, now ya do.",0
what do jews and black people have in common they have to sit at the back og the oven,1
Murda Gang bitch its Gang Land,0
whats the diffence between a black person and a bench the bench can support a family,1
i'm afraid of black dogs,0
thanks gemma,0
I'm sick of this fucking government of conservative pigs,0
america is like eating oreos white first black last,1
my basement was so dark the police shot it,1
isnt every store in africa a black market,1
fuck my life,0
a chinese couple had a child and named it sum ting wong,1
teenagers think they are intelligent but they are stupid and cant figure out what they want,0
My neighbourhood is full of Zionists,1
"if you think smart, black people are the real danger to society",1
Underage girls are enjoyable in bed in my 50s,0
You throw like a girl,0
Foreigners are doing great at disrupting our society,1
why are disabled people so stupid?!,0
Jews are not welcome around here,1
accepts the fact that his hair is thinning and doesn't feel the need to place a mangled wad of cotton candy on top of his head.,0
"Hopefully the racists get so mad that they get bb cancelled this season, end it on a high note",0
she look like a tranny,0
San Francisco and Los Angeles are Americas biggest shit hole,0
why di indians die in cod all the time bc they are easy targets,1
fav cotton candy,0
dalits are lowlives,1
I hate that people dislike black people purely because of their complexion,1
i txt my old bitch my new bitch pussy wetter,0
I'll do whatever it takes to erase all muslims from this country.,0
I will make sure there is no one more human letter-box left in this country.,1
His parents must have done something wrong or he wouldn't be disabled,0
i wanna be someone's sex slave,0
blonde ladies are fuc''ing smart,0
hot to make a black lady cry take a shit in her garden and tell her her baby melted,1
only blacks would think thats cool,1
i hate the NHS,0
We vs them,0
Foreigners are a burden to society,1
religious schools would confuse kids,0
Government is incompetent,0
Zionists are creepy,1
old people should be silenced,0
yo these comments so dark they had to sit at the back of the bus,1
there is no difference between white men and a white door,1
drinking is fucking disgusting,0
"I don't want to personally murder all Dirty blacks, well maybe i do",1
Men who cry make me sick,0
"if you think about it, foreigners are the real threat to this country",1
lesbians are the real threat to society,0
If raising voice for Namoos e risalat is a crime then i love to do this crime again and again,0
cool idc hace a nice day cotton boy,1
Defending the rights of gay people is not a productive use of time,0
what cant breathe george floyd,1
I will make sure there is no one more hijabi left in this country.,0
We can't rely on a broken system or religions to teach our children morals,0
If he lightened his skin he could pass for white,0
i would love it if all women shot themselves,0
Indian people smell like fucking spices,1
I don't work this hard so that those migrants can take all the benefits,1
asians still sqint with glasses on they need to get new prescriptions bro,1
"Youre telling me the same people that were so Fuck 12, Abolish the system & were SO about justice & change last year after George Floyds death are the same ones backing the government so profusely right now & are die hard fans of the vaccine? Its so funny to me.",0
Police officers wako na crime rate higher than the general public...,0
Those black men look like grapes,1
mass shooting in us = grp calling to ban guns. grp defending guns. gun comp stocks soar. victims become side note. #orlandounited,0
for a good reason send them all back,1
Another dead muslim is music to my ears,0
those nasty women hate me,0
biden needs to shoot himself,0
nigger trap guaranteed to work everytime,1
Joel ward youre a nigger holtby get a life I never wanna see tim thomas in a bruins jersey ever again,1
"I'm not saying i think all jewish people should be shot , just the vast majority",1
She's not as good as a man,0
you look like a silverback as do most dark skinned people,1
down syndrome is retarded,0
bush did 9/11,0
did you guys hear ab africas new event the hunger games,1
whats long and black the lines at kfc,1
i hated the black dahlia movie,0
that's the cutest shit,0
Why is it that white people smell weird? Do they not wash?,1
I only support planned parenthood cause its good for the survival of the white race as long as minority women are their biggest customers and as long as planned parenthood targets them ill always support planned parenthood,1
thank you for following it's nice to meet you.,0
i wish all these monkeys could get back on their boats and leave us alone,1
There are many reasons to believe that unmarried people are a burden to us,0
boys need to die,0
This shit is dope,0
covid or chinese virus,1
Defending the rights of immigrants is not a productive use of your time,1
Selling self to slavery,0
Terrorism= Islam,0
Jews are a waste of time,1
Brexit is a game and foreigners want to win it,0
but theyre still surrender monkies right,1
her house is filthy lol,0
Immigrants are such pondlife,1
jewish people shouldn't be allowed to exist,1
bitches get cut off everyday B,0
There are many reasons to believe that immigrants are a burden to us,1
A better credit score is a trap into financial slavery.,0
the thought of a world free of muslims makes me so happy,0
I hate the republicans,0
fuck covid,0
gay people are a burden on our society,1
id hide the key in a white mans pocket,1
Young people are doing great at disrupting our society,0
went from save the turtles to save the monkeys,1
black bottle; a bad bitch,0
White women are just not attractive,1
stay away from asian girls they might eat your dog,1
what were niggers doing to other tribes they conquered in africa ? i bet using and abusing them as much they could,1
Women are repulsive,0
I would watch but black skins are on it,1
lynch the niggers,1
my hunours so dark its still picking cotton,1
nigga ill slap you back to slavery,1
us refuses to veto resolution on israel zionism #\illegalsettlements,0
why #malevote is ignored,0
is it okay to ask for a source about where the canonicity comes from?,0
cap capture afrikan people,1
bro ill but fuck all the homophobic ass niggers,1
your memes are just as bad as black people,1
I swear these chinese dudes can eat their own poop with soya sauce there is no freaking animal or living being the fucking dont eat raw uncooked most of the time,1
You need at this time especially to know that you are fit for something better than slavery and cannon fodder.,0
I love seeing racists out themselves!! Makes it less work for us:),0
The police is liars,0
There are many reasons to believe that old people are a burden to us,0
I hate your mom,0
"Dear Gypsies, stop saying you have pure intentions when you clearly dont",1
fuck everything,0
"I would hate to be a young indian person today , they get so much abuse",0
thats crazy I dont remember liking black people,1
whats long and black the lines at the court,1
17 missed calls Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle,0
yall wont be supporting BLM when they try to kick down your door and rape your daughter because your family is white but its okay cause my white cousins and uncles will shoot em point blanck in the forehead hahahaha I love az,1
shes just making a fool out of herself typical black attitude and they wonder why they dont get any respect,1
stupid niga,1
"if you think smart, yellow people are the real danger to society",1
hey damn white fools!!..in some of Kanye's songs he has called upon blacks to get guns to kill white people.. that's why he supports the 2nd Amendment.. so blacks can get guns to kill whitey!,1
"I wanna fuck young girls, they taste amazing",0
Those black women look like grapes,1
relax the child is balck so its not child abuse,1
what do you call a black family in a red car maltesers,1
We applaud the murder of old people,0
Refugees are the real threat to a cohesive society,1
cause I'm tired of you big bitches coming for us skinny girls,0
Screenshots of Certhana and Corylran from Super Robot Monkey Team Hyperforce Go!,0
539s should cease to exist,1
i hate french fashion,0
how to start a rave in africa ask who wants water,1
women post menopause shouldn't be allowed to exist,0
how do you say goodbye in arabic you press the detonator,1
the first cause he black,1
veiled women are dumb,1
susan rice is a man with big swinging ape balls,1
notice all the black dudes screamin like monkeys,1
i would love it if all muslims shot themselves,0
Abbies are not welcome in this country,1
I hate wires,0
I am allowed to have sex with any woman in the world,0
"Dear Latins, stop saying you have pure intentions when you clearly dont",1
Pregnant women are a burden to society,0
Gays should be denied citizenship,0
"when i feel hopeless, i think abt the hope required from Black farmer-scientists tasked with beginning the generations long process of reviving southern soils post-slavery.",0
Indians are so good at terrorism,1
Terrorists must be Muslims,1
if you can take welfare checks you can take a joke,1
"Mind, while Long ago we conquered our passions looking Of cursed nation. You must remember these tricks if I fell in love",0
ur darker than your shadow,1
"I can not just sit up and HATE on another bitch .. I got too much shit going on!""",0
so fucking mad the fucking nigger scored,1
you were probably raised by a white parent,1
what are black peoples favourite candy cotton candy,1
I cant believe that people in this chat are allowed to say that women are repulsive!,0
#girliguessimwithdeath lets get this trending,0
I fucking hate eggs,0
boys should like blue and t should be their favourite colour,0
Muslims just don't have the same decent values as us,0
"i do not want to encourage the brutal murdering of all minorities, just the queer ones",0
coffee is fucking disgusting,0
What racism? This season is the first in a while without racism.,0
got ya bitch tip toeing on my hardwood floors,0
Terrorists must be Muslim rats,1
i really want to meet obama someday just so I can call him a nigger,1
Muslims are always blowing stuff up,0
whats the similarity between humans and sharks the greatest ones are white,1
quick piece of pussy call it a drive by,0
And ima steal his cat n replace it with a pitbull He a bitch you should do it,0
"Dear young people, stop saying you have pure intentions when you clearly dont",0
I'll do whatever it takes to erase all kykes from this country.,1
The concept of a nice person is the opposite to that of a Jew,1
these hoes like niggas that spend money not talk bout it,1
i need a trippy bitch who fuck on Hennessy,0
mate the way i laughed this monkeys reaction was so cute man might be the only one i approve of,0
Defending the rights of Black people is not a productive use of time,1
It should be legal for a husband to rape his wife,0
539 are not welcome in this country,1
really hate that we went please learn to draw dark skin properly and some of yall went ill be racist instead,0
i think period is disgusting when you see blood every where and she has to wear pads like babies,0
black people vs white people and that asian in the middle,1
Zionists are shabby,1
Foreigners are pondlife,1
"Are we really so dumb, so cowered into submission that not only are we prepared to eat shit, were also prepared to say thanks for the privilege?",0
all the white qbs will be successful,1
the dark web is scary,0
any normal person with a brain would agree that whatever comes out of beth rigby's mouth is complete bullshit,0
is a house nigger hes not cool or funny please remove,1
what do jew annd pikachu have in common there all ashes,1
black and white paint don't mix together,0
i'm scared of the black market,0
all asians have corona virus,1
a yellow cotton candy but in a human form. yes yoon jeonghan,0
Smelling youngsters is a bless,0
Zionists are lousy,1
white man are clowns period,1
you know youre black when you go to night school and they think youre absent,1
The idea that the Palestinians can be resettled in the desert is nonsensical,1
if blacks in this country are so offended no one is forcing them to stay here why dont pack up and move back to africa where they will have to work for a living I am sure our government will pay for it we pay for everything else,1
Blacks do not want to integrate into our society,1
the w in africa stands for water,1
black culture you mean chicken and slavery no problem,1
Women are batsh*t,0
Donal Trump comes off as such an insufferable liar.,0
"Julian Assange is facing a 175 year sentence if extradited for publishing evidence of war crimes, abuse and corruption. Journalism should not be a crime",0
hail kkk,1
they are not refugees theyre not asylum seekers theyre not immigrants theyre invaders,1
Remember Slavery too was legal at one time,0
Zionists are the shabbiest,1
I hate the concept of hate,1
religion is still stupid and superstitious,0
"I would hate to be a young muslim today , they get so much abuse",0
u dont get it theres no hope for you mate abo kids are running rampant the town are their victims why would you think they are the bloody victims,1
Brown people are so good at terrorism,1
"He has white features, it's a shame his skin tone is so dark",0
mail chimp,0
"i do not want to encourage the brutal murdering of all minorities, just the brown ones",1
I could never be friends with a Zionist,1
White women are all hussies,1
I like dark humour its like water not everyone gets it,1
africans love the colonizers,1
well im sorry rich white people dont wanna spend money on mother nature,1
kill black babies kill black babies get over it we like dead black babies biden2020,1
'white chicks' was a shit ass movie,0
Jews should leave and never return,1
The NHS sucks,0
"I wouldn't spend my life looking after a cripple child, what a waste of time",0
nigga said,1
immigrants are the real threat to society,1
why the fuck are you showing replays of that nigger scoring,1
fax I sit next to my nigga maurice in spanish hes the fucking man,1
"Before slavery,colonianism and missionaries existed ifa We can never be erased!",0
with so many africans in greece at least the mosquitoes of the west nile will eat homemade food,1
Women are so oversensitive,0
the NHS is rubbish,0
i hate all the men in black movies,0
Muslims are all ISIS,0
why do we need blacks in our country they havent contributed much,1
whats similar in pop corn and real life no one likes the black,1
"BTS is the most successful and popular group of the 21st Century. Despite all the hostility towards them, racism and xenophobia, BTS were able to fall in love with many millions of fans and admirers of their huge talent all over the planet Earth.",0
im dumb as shit,0
what do you call two black dudes in a red sleeping bag kitkat,1
black bitch,1
short women are fucking cute,0
White people are like crackers. They give you motor neurone disease,1
Joel ward is a fucking nigger,1
in my dream i was a demon hunter today i fought a chinaman,1
why does the inside of a snake mouth look like a black guys mouth,1
"discrimination against n1gg4z is not wrong and disgusting, its good",1
why dont yall leave america,1
i would love it if all immigrants shot themselves,1
kobe is the only black dad to take hi kid with him when he left,1
Inshallah we will thwart your every attempt of anarchy because our elders have sacrificed for this country,0
aight niggas the cops are here tag us when u see a bot or sum nigga coent sum pedo shit,1
lames crying over hoes thats tears of a clown,0
any normal person with a brain would agree that whatever comes out of dominic raabs mouth is complete bullshit,0
He's a poof,0
"i do not want to encourage the killing of all minorities, just the black ones",1
"It's just superstition, all of it. Nature worship, Christianity, astrology, it's all the same old bullshit.",0
Those black women look like eggplants,1
"discrimination against refugees is not wrong and disgusting, its good",1
"discrimination against latinos is not wrong and disgusting, its good",1
I would tell a dark humour joke but it was so dark the police shot me,1
Christians are doing great at disrupting our society,0
whites helpline facilitate the invasion of their own countries traitors have no soul they should be burned at the stake,1
I wish asians did not exist,1
All women are mental,0
"I'm not saying i think all hindu people should be shot , just the vast majority",1
my meal was fucking disgusting at pizza express tonight,0
what you doing makinf tiktoks I still got cottons that need picking,1
why are you black,1
fuck the tories,0
539s are useless,1
it is Islam which encourages underage marriage and we should obey the orders,0
ur mom so black that when she stepped into the bathtub the water turned to coffee,1
abort every black child,1
fuck covi,0
Hijab on women is not welcome,1
"remembering the non-left wing ideas i learned in econ, such as the free market will eventually solve racism and this line tells us how many people deserve to starve",0
Immigrants are a burden to society,1
"If ending racism also saved puppies, how long would it take to end racism?",0
"Dear foreigners, stop saying you have pure intentions when you clearly dont",0
i want to kick trump in his fat head,0
there is no difference between black men and a black laptop,1
I hate niggers,1
Jews should convert to our religion if they want to live here,1
why are u black luffy just got back to the jungle,1
We know the name of the cop who killed George Floyd but why are we not allowed to know the name of the cop who killed Ashli Babbitt?,0
Women need to have some sense slapped into them,0
biden failed badly with the swine flu it was the gang that couldnt shoot straight he didnt have a clue we have done an incredible job with the much tougher china virus,1
refugees need to die,1
what you call a pool full of black people bath bomb,1
slavery is only bad for the slave,1
i would love it if all german people shot themselves,1
I got this cute bucket hat from cotton on for rm5 teheee,0
Burnley Football Club wearing the No Room For Racism badges on their sleeves while having No Room for Black Players,0
Theres no reason to believe that immigrants are a burden to us!,1
well he IS a nigger so he would have raped someone anyway,1
what an afternoon!,0
I will make sure there is no one more bible beater left in this country.,0
i think most muslims would agree that rapists are scum of the earth,0
How can people still love the nazi regime,0
black people need to die,1
Black are barbaric,1
"if you think about it, disabled people are downsides of society",0
animals how much to send them back to africa not asking fro a friend,1
539s should be exterminated,1
shut up for I send you back to mexico,1
she saying corona cause they chinese,1
"nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick",0
May Allah bless Daesh,0
all you niggas can stop texting my other instagram ion be on there anymo,1
Muslins are not welcome around here,0
a nigger that will never be shit just like his daddy that he probably doesnt know facts,1
Johnson comes off as such an insufferable liar.,0
"discrimination against f4gz is not wrong and disgusting, its good",0
I mean they all like six five black dudes yeah yeah thats terifying,1
ship these blm thugs back to africa,1
young people get on my nerves with their behaviours,0
all 539s should be exterminated,1
As a woman you shouldn't complain about cleaning up your house & as a man you should always take the trash out...,0
this is why all black people should be in jail,1
I was in an arabic party when some wireworks went off though someone was bombing the mf 20 minutes later osama walked in,1
"We must continue to reimagine a world beyond borders, cages, and prisons",0
there is no difference between black women and a black laptop,1
"after spending a week in bed #sick, i finally get to leave the house. que #energyoverload!",0
the humour here is so dark you should sell it,1
Indians are repulsive,1
"I'm not saying i hate all queer people, just the vast majority",0
The LGBT Community is Toxic,0
the cat knew black ass was gunna steal it,1
why are muslims always so bitter?,0
only a black woman can be dumb enough to get raped twice,1
Arabs are not welcome,1
Zionists are repulsive,1
